Location,Name,ID,,Health,,Phys Def | Dmg Neg,,Strike Def | Dmg Neg,,Slash Def | Dmg Neg,,Pierce Def | Dmg Neg,,Magic Def | Dmg Neg,,Fire Def | Dmg Neg,,Ltng Def | Dmg Neg,,Holy Def | Dmg Neg,,,Poison Resist,Rot Resist,Bleed Resist,Frost Resist,Sleep Resist,Madness Resist,Death Resist,,Bleed Dmg Taken,Frost Dmg Taken,Sleep Dmg Taken,Madness Dmg Taken,,Poise,,Part 1 Dmg Mult,Part 2 Dmg Mult,Part 3 Dmg Mult,Part 4 Dmg Mult,Part 5 Dmg Mult,Part 6 Dmg Mult,Part 7 Dmg Mult,Part 8 Dmg Mult,"""Weak Parts"" Dmg Mult"
Sellia Crystal Tunnel,Fallingstar Beast [Boss],46801940,,4554,,109,35,109,35,109,35,109,35,109,20,109,20,109,20,109,20,,534,534,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Sellia Crystal Tunnel,Kindred of Rot,38100040,,753,,109,0,109,0,109,10,109,0,109,0,109,-20,109,0,109,0,,534,534,178,178,178,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Sellia Crystal Tunnel,Kindred of Rot,38103040,,753,,109,0,109,0,109,10,109,0,109,0,109,-20,109,0,109,0,,534,534,178,178,178,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Crystal Snail,41404040,,303,,109,-10,109,-40,109,0,109,0,109,40,109,0,109,0,109,0,,534,534,Immune,Immune,237,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Glintstone Miner,43830040,,168,,109,80,109,35,109,80,109,80,109,40,109,20,109,20,109,20,,534,326,326,326,237,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Glintstone Miner,43831040,,168,,109,80,109,35,109,80,109,80,109,40,109,20,109,20,109,20,,534,326,326,326,237,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Glintstone Miner,43840040,,433,,109,80,109,35,109,80,109,80,109,40,109,20,109,20,109,20,,534,326,326,326,237,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Master Lusat,37200040,,24057,,109,100,109,100,109,100,109,100,109,100,109,100,109,100,109,100,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Putrid Crystalian (Ringblade) [Boss],33500940,,3358,,109,91,109,10,109,93.5,109,93.5,109,94,109,94,109,94,109,94,,1150,Immune,Immune,534,Immune,Immune,Immune,,1,0.7,1,1,,70,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Putrid Crystalian (Ringblade) [Boss] [Cracked],33500940b,,3358,,109,10,109,10,109,35,109,35,109,40,109,40,109,40,109,40,,1150,Immune,Immune,534,Immune,Immune,Immune,,1,0.7,1,1,,70,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Putrid Crystalian (Spear) [Boss],33501940,,3358,,109,91,109,10,109,93.5,109,93.5,109,94,109,94,109,94,109,94,,1150,Immune,Immune,534,Immune,Immune,Immune,,1,0.7,1,1,,70,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Putrid Crystalian (Spear) [Boss] [Cracked],33501940b,,3358,,109,10,109,10,109,35,109,35,109,40,109,40,109,40,109,40,,1150,Immune,Immune,534,Immune,Immune,Immune,,1,0.7,1,1,,70,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Putrid Crystalian (Staff) [Boss],33502940,,3358,,109,91,109,10,109,93.5,109,93.5,109,94,109,94,109,94,109,94,,1150,Immune,Immune,534,Immune,Immune,Immune,,1,0.7,1,1,,70,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Putrid Crystalian (Staff) [Boss] [Cracked],33502940b,,3358,,109,10,109,10,109,35,109,35,109,40,109,40,109,40,109,40,,1150,Immune,Immune,534,Immune,Immune,Immune,,1,0.7,1,1,,70,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Raya Lucaria Scholar,37021040,,440,,109,-10,109,0,109,-10,109,-10,109,40,109,20,109,20,109,0,,178,178,178,178,237,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Raya Lucaria Scholar,37022040,,642,,109,-10,109,0,109,-10,109,-10,109,40,109,20,109,20,109,0,,178,178,178,178,237,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Raya Lucaria Scholar,37023040,,642,,109,-10,109,0,109,-10,109,-10,109,40,109,20,109,20,109,0,,178,178,178,178,237,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Sellia Hideaway,Royal Revenant,40208040,,1633,,109,0,109,0,109,-10,109,0,109,0,109,0,109,0,109,40,,326,326,326,326,Immune,Immune,Immune,,1,1,1,1,,70,,1,1,1,1,1,1,1,1,1.5
Siofra River,???,533190065,,17406,,114,0,114,0,114,0,114,0,114,75,114,0,114,-25,114,0,,110,110,110,110,1104,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Siofra River,Abandoned Merchant,32002764,,2905,,107,-10,107,0,107,-10,107,-10,107,0,107,0,107,0,107,0,,235,235,235,324,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,"Ancestral Follower (Axe, Quiver)",33605064,,716,,107,-10,107,0,107,-10,107,-10,107,0,107,0,107,0,107,0,,Immune,Immune,Immune,Immune,530,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,"Ancestral Follower (Axe, Quiver)",33605264,,716,,107,-10,107,0,107,-10,107,-10,107,0,107,0,107,0,107,0,,Immune,Immune,Immune,Immune,530,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Axe),33600065,,1027,,111,-10,111,0,111,-10,111,-10,111,0,111,0,111,0,111,0,,543,543,543,1169,543,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Axe),33600265,,1027,,111,-10,111,0,111,-10,111,-10,111,0,111,0,111,0,111,0,,543,543,543,1169,543,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Axe),33600565,,1027,,111,-10,111,0,111,-10,111,-10,111,0,111,0,111,0,111,0,,543,543,543,1169,543,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,"Ancestral Follower (Bow, Quiver)",33605564,,716,,107,-10,107,0,107,-10,107,-10,107,0,107,0,107,0,107,0,,Immune,Immune,Immune,Immune,530,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,"Ancestral Follower (Bow, Quiver)",33605764,,716,,107,-10,107,0,107,-10,107,-10,107,0,107,0,107,0,107,0,,Immune,Immune,Immune,Immune,530,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Scythe),33601065,,1027,,111,-10,111,0,111,-10,111,-10,111,0,111,0,111,0,111,0,,543,543,543,1169,543,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Scythe),33601265,,1027,,111,-10,111,0,111,-10,111,-10,111,0,111,0,111,0,111,0,,543,543,543,1169,543,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Scythe),33601365,,1027,,111,-10,111,0,111,-10,111,-10,111,0,111,0,111,0,111,0,,543,543,543,1169,543,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Scythe),33606064,,716,,107,-10,107,0,107,-10,107,-10,107,0,107,0,107,0,107,0,,Immune,Immune,Immune,Immune,530,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Scythe),33606264,,716,,107,-10,107,0,107,-10,107,-10,107,0,107,0,107,0,107,0,,Immune,Immune,Immune,Immune,530,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Scythe),33607064,,716,,107,-10,107,0,107,-10,107,-10,107,0,107,0,107,0,107,0,,Immune,Immune,Immune,Immune,530,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Scythe),33607264,,716,,107,-10,107,0,107,-10,107,-10,107,0,107,0,107,0,107,0,,Immune,Immune,Immune,Immune,530,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Staff),33602265,,1027,,111,-10,111,0,111,-10,111,-10,111,0,111,0,111,0,111,0,,543,543,543,1169,543,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower (Staff),33602365,,1027,,111,-10,111,0,111,-10,111,-10,111,0,111,0,111,0,111,0,,543,543,543,1169,543,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower Shaman,33700065,,1462,,111,-10,111,0,111,-10,111,-10,111,20,111,0,111,0,111,0,,543,543,543,1169,543,Immune,Immune,,1,1,1,1,,50,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower Shaman,33700265,,1019,,107,-10,107,0,107,-10,107,-10,107,20,107,0,107,0,107,0,,530,530,530,1140,530,Immune,Immune,,1,1,1,1,,50,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ancestral Follower Shaman,33700865,,1019,,107,-10,107,0,107,-10,107,-10,107,20,107,0,107,0,107,0,,530,530,530,1140,530,Immune,Immune,,1,1,1,1,,50,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ash Teardrop Scarab,41912064,,348,,107,10,107,10,107,35,107,35,107,40,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Ash Teardrop Scarab,41912065,,500,,111,10,111,10,111,35,111,35,111,40,111,40,111,40,111,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Blaidd the Half-Wolf,20109064,,2991,,107,10,107,10,107,10,107,0,107,40,107,0,107,20,107,20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Siofra River,Boar,60500064,,82,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Cerulean Teardrop Scarab,41911065,,500,,111,10,111,10,111,35,111,35,111,40,111,40,111,40,111,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Clayman,37500065,,851,,111,10,111,0,111,35,111,35,111,40,111,20,111,20,111,20,,Immune,Immune,543,543,181,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River,Clayman,37502065,,851,,111,10,111,0,111,35,111,35,111,40,111,20,111,20,111,20,,Immune,Immune,543,543,181,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River,Commoner (Ghost),36609165,,341,,111,-10,111,-10,111,-10,111,-10,111,-20,111,-20,111,-20,111,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Crab,22710064,,63,,107,10,107,-40,107,10,107,10,107,0,107,0,107,0,107,0,,176,176,235,132,132,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Crab,22710065,,91,,111,10,111,-40,111,10,111,10,111,0,111,0,111,0,111,0,,181,181,241,135,135,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Crimson Teardrop Scarab,41910064,,348,,107,10,107,10,107,35,107,35,107,40,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Crimson Teardrop Scarab,41910065,,500,,111,10,111,10,111,35,111,35,111,40,111,40,111,40,111,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Crucible Knight (Greatsword),25000165,,2730,,111,35,111,35,111,35,111,35,111,40,111,20,111,20,111,40,,543,543,Immune,543,543,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Siofra River,Crucible Knight (Greatsword),25000865,,2730,,111,35,111,35,111,35,111,35,111,40,111,20,111,20,111,40,,543,543,Immune,543,543,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Siofra River,Crucible Knight (Tree Spear),25001165,,2730,,111,35,111,35,111,35,111,35,111,40,111,20,111,20,111,40,,543,543,Immune,543,543,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Siofra River,"D, Hunter of the Dead",523190065,,4559,,111,0,111,0,111,0,111,0,111,0,111,0,111,-25,111,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Siofra River,Deer,60100064,,55,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Deer,60100065,,55,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Dragonfly,60800064,,17,,100,-40,100,-40,100,-10,100,-40,100,-40,100,-100,100,-40,100,-40,,84,84,63,20,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Dragonkin Soldier [Boss],46500265,,5758,,114,10,114,10,114,0,114,10,114,20,114,20,114,40,114,20,,552,552,552,1188,Immune,Immune,Immune,,0.7,0.7,1,1,,120,,1,1,1,1,1,1,1,1,1.5
Siofra River,Fallen Hawk Soldier,70000065,,373,,111,0,111,0,111,-10,111,0,111,0,111,0,111,0,111,0,,181,181,181,241,43,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Fallen Hawk Soldier,70001065,,477,,111,0,111,0,111,-10,111,0,111,0,111,0,111,0,111,0,,181,181,181,241,43,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Fallen Hawk Soldier,70002065,,373,,111,0,111,0,111,-10,111,0,111,0,111,0,111,0,111,0,,181,181,181,241,43,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Fallen Hawk Soldier,70003165,,373,,111,0,111,0,111,-10,111,0,111,0,111,0,111,0,111,0,,181,181,181,241,43,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Giant Crab,22700064,,808,,107,35,107,0,107,35,107,35,107,20,107,20,107,20,107,20,,324,324,324,176,176,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Siofra River,Giant Land Octopus,42200064,,5272,,107,80,107,80,107,80,107,80,107,40,107,40,107,20,107,40,,235,235,235,132,176,Immune,Immune,,1,1,1,1,,65,,2,1,1,1,1,1,1,1,5
Siofra River,Giant Miranda Sprout,44800064,,4393,,107,0,107,35,107,-40,107,0,107,0,107,-40,107,40,107,40,,1140,530,530,132,235,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Siofra River,Giant Rat,40900064,,1259,,107,-10,107,-10,107,-40,107,-10,107,-20,107,-40,107,-20,107,-20,,324,324,176,235,176,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River,Goat,60600064,,55,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Goat,60600065,,55,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Grey Wolf,40700165,,253,,111,-10,111,-10,111,-40,111,-10,111,-20,111,-40,111,-20,111,-20,,181,181,181,332,181,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Hawk,60010064,,27,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Hawk,60010065,,27,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Incantation Teardrop Scarab,41914065,,500,,111,10,111,10,111,35,111,35,111,40,111,40,111,40,111,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Jellyfish,41800065,,724,,111,0,111,35,111,0,111,0,111,20,111,20,111,-20,111,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Mimic Tear [Boss],526100965,,4653,,100,0,100,0,100,0,100,0,100,0,100,0,100,-25,100,0,,0,0,0,0,0,0,Immune,,0.7,0.7,0.7,1,,100,,1,1,1,1,1,1,1,1,1.5
Siofra River,Miranda Sprout,44810064,,269,,107,-10,107,10,107,-40,107,-10,107,-20,107,-40,107,20,107,20,,1140,530,530,132,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Nox Priest,33002065,,1101,,111,0,111,0,111,-10,111,0,111,20,111,0,111,0,111,-20,,332,332,332,332,241,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River,Nox Swordstress,33001065,,1101,,111,0,111,0,111,-10,111,0,111,20,111,0,111,0,111,-20,,332,332,332,332,241,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River,Springhare,61000064,,27,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Springhare,61000065,,27,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River,Rat,40800064,,367,,107,-10,107,-10,107,-40,107,-10,107,-20,107,-40,107,-20,107,-20,,324,324,176,235,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Rat,40800065,,526,,111,-10,111,-10,111,-40,111,-10,111,-20,111,-40,111,-20,111,-20,,332,332,181,241,181,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Red Wolf,31810065,,3162,,111,0,111,0,111,-10,111,0,111,40,111,20,111,20,111,20,,332,332,543,543,332,Immune,Immune,,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1.5
Siofra River,Silver Tear,33200265,,360,,111,35,111,35,111,35,111,35,111,20,111,40,111,0,111,20,,Immune,Immune,Immune,543,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River,Silver Tear,33201065,,360,,111,35,111,35,111,35,111,35,111,20,111,40,111,0,111,20,,Immune,Immune,Immune,543,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River,Silver Tear,33201165,,360,,111,35,111,35,111,35,111,35,111,20,111,40,111,0,111,20,,Immune,Immune,Immune,543,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River,Silver Tear,523680065,,4559,,111,0,111,0,111,0,111,0,111,0,111,0,111,-25,111,0,,108,108,108,108,1085,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Siofra River,Silver Tear Boulder,33300665,,1794,,111,35,111,10,111,35,111,35,111,20,111,40,111,0,111,20,,Immune,Immune,Immune,543,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Siofra River,Small Land Octopus,42300064,,260,,107,0,107,10,107,0,107,0,107,-20,107,-20,107,-40,107,-20,,176,176,176,42,132,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Stone Teardrop Scarab,41913065,,500,,111,10,111,10,111,35,111,35,111,40,111,40,111,40,111,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Stone Teardrop Scarab,41915065,,500,,111,10,111,10,111,35,111,35,111,40,111,40,111,40,111,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Siofra River,Troll Knight,46000065,,6178,,111,0,111,0,111,-10,111,0,111,0,111,0,111,0,111,0,,241,241,241,332,43,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,2
Siofra River,Turtle,60900064,,378,,100,35,100,0,100,35,100,0,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,2,1,1,1,1,1,1,1,1.5
Siofra River,Valiant Gargoyle (Greatsword) [Boss],47700165,,5671,,111,10,111,0,111,35,111,35,111,20,111,40,111,40,111,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,110,,1.5,1,1,1,1,1,1,1,1.5
Siofra River,Valiant Gargoyle (Twinblade) [Boss],47701165,,5671,,111,10,111,0,111,35,111,35,111,20,111,40,111,40,111,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,110,,1.5,1,1,1,1,1,1,1,1.5
Siofra River,Wisp,21500064,,423,,107,35,107,35,107,35,107,35,107,40,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,2102,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Siofra River - Boss,Ancestor Spirit [Boss],46700964,,4393,,107,0,107,0,107,-10,107,0,107,20,107,-20,107,0,107,-20,,1140,1140,1140,1140,Immune,Immune,Immune,,0.7,0.7,1,1,,120,,1,1,1,1,1,2,1,1,1.5
Siofra River Bank,Clayman,37500064,,593,,107,10,107,0,107,35,107,35,107,40,107,20,107,20,107,20,,Immune,Immune,530,530,176,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River Bank,Clayman,37502064,,593,,107,10,107,0,107,35,107,35,107,40,107,20,107,20,107,20,,Immune,Immune,530,530,176,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Siofra River Bank,Stone Teardrop Scarab,41913064,,348,,107,10,107,10,107,35,107,35,107,40,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,???,533290040,,2763,,106,0,106,0,106,0,106,0,106,0,106,0,106,-25,106,0,,104,104,104,104,1046,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,Blaidd the Half-Wolf (Summon),20109140,,2900,,100,10,100,10,100,10,100,0,100,40,100,0,100,20,100,20,,112,112,154,252,252,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,Castellan Jerren,533121040,,2763,,106,0,106,0,106,0,106,0,106,0,106,0,106,-25,106,0,,104,104,104,104,1046,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,Finger Maiden Therolina,533630040,,2763,,106,0,106,0,106,0,106,0,106,0,106,0,106,-25,106,0,,104,104,104,104,1046,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,Flame Pillars,10003000,,1939,,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,Great Horned Tragoth,533440040,,2763,,106,0,106,0,106,0,106,0,106,0,106,0,106,-25,106,0,,104,104,104,104,0,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,Iron Fist Alexander (Summon),44909040,,3600,,100,10,100,-40,100,35,100,35,100,0,100,20,100,20,100,20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,Okina,533550040,,3316,,109,0,109,0,109,0,109,0,109,0,109,0,109,-25,109,0,,106,106,106,106,1065,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,Patches,533090040,,2763,,106,0,106,0,106,0,106,0,106,0,106,0,106,-25,106,0,,104,104,104,104,0,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Southeast Caelid,Starscourge Radahn [Boss],47300040,,9572,,113,10,113,10,113,10,113,0,113,20,113,20,113,20,113,40,,334,243,334,334,548,Immune,Immune,,0.7,0.7,1,1,,200,,1,1,1,1,1,1,1,1,1.5
Southeast Mountaintops,Fire Giant [Boss],47600050,,22898,,118,0,118,0,118,-10,118,0,118,0,118,50,118,0,118,20,,565,565,565,1216,565,Immune,Immune,,0.7,0.7,1,1,,120,,2,0.5,1.2,0.6,1,1,1,1,1.5
Southeast Mountaintops,Fire Giant [Boss],47601050,,43263,,118,0,118,0,118,-10,118,0,118,0,118,50,118,0,118,20,,565,565,565,1216,565,Immune,Immune,,0.7,0.7,1,1,,120,,2,0.5,1.2,0.6,1,1,1,1,1.5
Southeast Mountaintops,"Iron Fist Alexander (Cracked, Summon)",44909850,,8370,,115,73,115,58,115,80.5,115,80.5,115,70,115,100,115,76,115,76,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Southeast Weeping Peninsula Coast,Golem,46607012,,3128,,102,10,102,0,102,10,102,10,102,20,102,40,102,40,102,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,120,,1,1,1,1,1,1,1,1,2.5
Southwest Liurnia,"Miriel, Pastor of Vows",60911022,,378,,100,35,100,0,100,35,100,0,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,2,1,1,1,1,1,1,1,1.5
Southwest Mountaintops,Golem,46609050,,11829,,115,10,115,0,115,10,115,10,115,20,115,40,115,40,115,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,120,,1,1,1,1,1,1,1,1,2.5
